INFO 2022-10-17 17:35:11,530 autoreload 8774 139775671048000 Watching for file changes with StatReloader
DEBUG 2022-11-03 11:14:57,440 utils 7617 139736358319872 (0.001) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 2 LIMIT 21; args=(2,); alias=default
INFO 2022-11-03 11:14:57,444 basehttp 7617 139736358319872 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
DEBUG 2022-11-03 11:21:35,917 utils 7617 139736358319872 (0.004) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2022-11-03T05:51:35.888926+00:00'::timestamptz AND "django_session"."session_key" = '3iknzko8ph6tcoai3tzjg20jyv56dvpg') LIMIT 21; args=(datetime.datetime(2022, 11, 3, 5, 51, 35, 888926, tzinfo=datetime.timezone.utc), '3iknzko8ph6tcoai3tzjg20jyv56dvpg'); alias=default
DEBUG 2022-11-03 11:21:35,922 utils 7617 139736358319872 (0.002) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 2 LIMIT 21; args=(2,); alias=default
DEBUG 2022-11-03 11:21:35,930 utils 7617 139736358319872 (0.002) SELECT COUNT(*) AS "__count" FROM "drf_api_logs" WHERE ("drf_api_logs"."added_on" >= '2022-11-01T00:00:00+05:30'::timestamptz AND "drf_api_logs"."added_on" < '2022-12-01T00:00:00+05:30'::timestamptz); args=(datetime.datetime(2022, 11, 1, 0, 0, tzinfo=backports.zoneinfo.ZoneInfo(key='Asia/Kolkata')), datetime.datetime(2022, 12, 1, 0, 0, tzinfo=backports.zoneinfo.ZoneInfo(key='Asia/Kolkata'))); alias=default
DEBUG 2022-11-03 11:21:35,932 utils 7617 139736358319872 (0.001) SELECT COUNT(*) AS "__count" FROM "drf_api_logs"; args=(); alias=default
DEBUG 2022-11-03 11:21:35,941 utils 7617 139736358319872 (0.001) SELECT "drf_api_logs"."id", "drf_api_logs"."added_on", "drf_api_logs"."api", "drf_api_logs"."headers", "drf_api_logs"."body", "drf_api_logs"."method", "drf_api_logs"."client_ip_address", "drf_api_logs"."response", "drf_api_logs"."status_code", "drf_api_logs"."execution_time" FROM "drf_api_logs" WHERE ("drf_api_logs"."added_on" >= '2022-11-01T00:00:00+05:30'::timestamptz AND "drf_api_logs"."added_on" < '2022-12-01T00:00:00+05:30'::timestamptz) ORDER BY "drf_api_logs"."id" DESC; args=(datetime.datetime(2022, 11, 1, 0, 0, tzinfo=backports.zoneinfo.ZoneInfo(key='Asia/Kolkata')), datetime.datetime(2022, 12, 1, 0, 0, tzinfo=backports.zoneinfo.ZoneInfo(key='Asia/Kolkata'))); alias=default
DEBUG 2022-11-03 11:21:35,944 utils 7617 139736358319872 (0.001) SELECT "drf_api_logs"."status_code", COUNT("drf_api_logs"."id") AS "total" FROM "drf_api_logs" WHERE ("drf_api_logs"."added_on" >= '2022-11-01T00:00:00+05:30'::timestamptz AND "drf_api_logs"."added_on" < '2022-12-01T00:00:00+05:30'::timestamptz) GROUP BY "drf_api_logs"."status_code" ORDER BY "drf_api_logs"."status_code" ASC; args=(datetime.datetime(2022, 11, 1, 0, 0, tzinfo=backports.zoneinfo.ZoneInfo(key='Asia/Kolkata')), datetime.datetime(2022, 12, 1, 0, 0, tzinfo=backports.zoneinfo.ZoneInfo(key='Asia/Kolkata'))); alias=default
DEBUG 2022-11-03 11:21:35,948 utils 7617 139736358319872 (0.001) SELECT ("drf_api_logs"."added_on" AT TIME ZONE 'Asia/Kolkata')::date, COUNT("drf_api_logs"."id") AS "total" FROM "drf_api_logs" WHERE ("drf_api_logs"."added_on" >= '2022-11-01T00:00:00+05:30'::timestamptz AND "drf_api_logs"."added_on" < '2022-12-01T00:00:00+05:30'::timestamptz) GROUP BY ("drf_api_logs"."added_on" AT TIME ZONE 'Asia/Kolkata')::date ORDER BY "total" ASC; args=('Asia/Kolkata', datetime.datetime(2022, 11, 1, 0, 0, tzinfo=backports.zoneinfo.ZoneInfo(key='Asia/Kolkata')), datetime.datetime(2022, 12, 1, 0, 0, tzinfo=backports.zoneinfo.ZoneInfo(key='Asia/Kolkata')), 'Asia/Kolkata'); alias=default
DEBUG 2022-11-03 11:21:35,956 utils 7617 139736358319872 (0.001) SELECT DISTINCT DATE_TRUNC('day', "drf_api_logs"."added_on" AT TIME ZONE 'Asia/Kolkata') AS "datetimefield" FROM "drf_api_logs" WHERE ("drf_api_logs"."added_on" >= '2022-11-01T00:00:00+05:30'::timestamptz AND "drf_api_logs"."added_on" < '2022-12-01T00:00:00+05:30'::timestamptz AND "drf_api_logs"."added_on" IS NOT NULL) ORDER BY "datetimefield" ASC; args=('day', 'Asia/Kolkata', datetime.datetime(2022, 11, 1, 0, 0, tzinfo=backports.zoneinfo.ZoneInfo(key='Asia/Kolkata')), datetime.datetime(2022, 12, 1, 0, 0, tzinfo=backports.zoneinfo.ZoneInfo(key='Asia/Kolkata'))); alias=default
DEBUG 2022-11-03 11:21:35,964 utils 7617 139736358319872 (0.001) SELECT DISTINCT "drf_api_logs"."status_code" FROM "drf_api_logs" ORDER BY "drf_api_logs"."status_code" ASC; args=(); alias=default
DEBUG 2022-11-03 11:21:35,966 utils 7617 139736358319872 (0.001) SELECT DISTINCT "drf_api_logs"."method" FROM "drf_api_logs" ORDER BY "drf_api_logs"."method" ASC; args=(); alias=default
INFO 2022-11-03 11:21:35,972 basehttp 7617 139736358319872 "GET /admin/drf_api_logger/apilogsmodel/?added_on__month=11&added_on__year=2022 HTTP/1.1" 200 21352
DEBUG 2022-11-03 11:21:39,113 utils 7617 139736358319872 (0.001) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2022-11-03T05:51:39.104479+00:00'::timestamptz AND "django_session"."session_key" = '3iknzko8ph6tcoai3tzjg20jyv56dvpg') LIMIT 21; args=(datetime.datetime(2022, 11, 3, 5, 51, 39, 104479, tzinfo=datetime.timezone.utc), '3iknzko8ph6tcoai3tzjg20jyv56dvpg'); alias=default
DEBUG 2022-11-03 11:21:39,115 utils 7617 139736358319872 (0.001) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 2 LIMIT 21; args=(2,); alias=default
DEBUG 2022-11-03 11:21:39,117 utils 7617 139736358319872 (0.001) SELECT "drf_api_logs"."id", "drf_api_logs"."added_on", "drf_api_logs"."api", "drf_api_logs"."headers", "drf_api_logs"."body", "drf_api_logs"."method", "drf_api_logs"."client_ip_address", "drf_api_logs"."response", "drf_api_logs"."status_code", "drf_api_logs"."execution_time" FROM "drf_api_logs" WHERE "drf_api_logs"."id" = 91 LIMIT 21; args=(91,); alias=default
DEBUG 2022-11-03 11:21:39,130 base 7617 139736358319872 Exception while resolving variable 'id_for_label' in template 'change_form.html'.
Traceback (most recent call last):
  File "/home/hp/.env/apienv/lib/python3.8/site-packages/django/template/base.py", line 880, in _resolve_lookup
    current = current[bit]
KeyError: 'id_for_label'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/hp/.env/apienv/lib/python3.8/site-packages/django/template/base.py", line 890, in _resolve_lookup
    current = getattr(current, bit)
AttributeError: 'dict' object has no attribute 'id_for_label'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/hp/.env/apienv/lib/python3.8/site-packages/django/template/base.py", line 896, in _resolve_lookup
    current = current[int(bit)]
ValueError: invalid literal for int() with base 10: 'id_for_label'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/hp/.env/apienv/lib/python3.8/site-packages/django/template/base.py", line 903, in _resolve_lookup
    raise VariableDoesNotExist(
django.template.base.VariableDoesNotExist: Failed lookup for key [id_for_label] in {'name': 'execution_time', 'label': 'execution time', 'help_text': 'Server execution time (Not complete response time.)', 'field': 'execution_time', 'is_hidden': False}
DEBUG 2022-11-03 11:21:39,131 base 7617 139736358319872 Exception while resolving variable 'id_for_label' in template 'change_form.html'.
Traceback (most recent call last):
  File "/home/hp/.env/apienv/lib/python3.8/site-packages/django/template/base.py", line 880, in _resolve_lookup
    current = current[bit]
KeyError: 'id_for_label'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/hp/.env/apienv/lib/python3.8/site-packages/django/template/base.py", line 890, in _resolve_lookup
    current = getattr(current, bit)
AttributeError: 'dict' object has no attribute 'id_for_label'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/hp/.env/apienv/lib/python3.8/site-packages/django/template/base.py", line 896, in _resolve_lookup
    current = current[int(bit)]
ValueError: invalid literal for int() with base 10: 'id_for_label'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/hp/.env/apienv/lib/python3.8/site-packages/django/template/base.py", line 903, in _resolve_lookup
    raise VariableDoesNotExist(
django.template.base.VariableDoesNotExist: Failed lookup for key [id_for_label] in {'name': 'api', 'label': 'api', 'help_text': 'API URL', 'field': 'api', 'is_hidden': False}
DEBUG 2022-11-03 11:21:39,132 base 7617 139736358319872 Exception while resolving variable 'id_for_label' in template 'change_form.html'.
Traceback (most recent call last):
  File "/home/hp/.env/apienv/lib/python3.8/site-packages/django/template/base.py", line 880, in _resolve_lookup
    current = current[bit]
KeyError: 'id_for_label'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/hp/.env/apienv/lib/python3.8/site-packages/django/template/base.py", line 890, in _resolve_lookup
    current = getattr(current, bit)
AttributeError: 'dict' object has no attribute 'id_for_label'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/hp/.env/apienv/lib/python3.8/site-packages/django/template/base.py", line 896, in _resolve_lookup
    current = current[int(bit)]
ValueError: invalid literal for int() with base 10: 'id_for_label'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/hp/.env/apienv/lib/python3.8/site-packages/django/template/base.py", line 903, in _resolve_lookup
    raise VariableDoesNotExist(
django.template.base.VariableDoesNotExist: Failed lookup for key [id_for_label] in {'name': 'status_code', 'label': 'status code', 'help_text': 'Response status code', 'field': 'status_code', 'is_hidden': False}
INFO 2022-11-03 11:21:39,139 basehttp 7617 139736358319872 "GET /admin/drf_api_logger/apilogsmodel/91/change/?_changelist_filters=added_on__month%3D11%26added_on__year%3D2022 HTTP/1.1" 200 17785
DEBUG 2022-11-03 11:21:39,167 utils 7617 139736358319872 (0.001) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2022-11-03T05:51:39.159164+00:00'::timestamptz AND "django_session"."session_key" = '3iknzko8ph6tcoai3tzjg20jyv56dvpg') LIMIT 21; args=(datetime.datetime(2022, 11, 3, 5, 51, 39, 159164, tzinfo=datetime.timezone.utc), '3iknzko8ph6tcoai3tzjg20jyv56dvpg'); alias=default
DEBUG 2022-11-03 11:21:39,169 utils 7617 139736358319872 (0.001) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 2 LIMIT 21; args=(2,); alias=default
INFO 2022-11-03 11:21:39,172 basehttp 7617 139736358319872 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
DEBUG 2022-11-03 11:21:49,927 utils 7617 139736358319872 (0.002) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2022-11-03T05:51:49.915237+00:00'::timestamptz AND "django_session"."session_key" = '3iknzko8ph6tcoai3tzjg20jyv56dvpg') LIMIT 21; args=(datetime.datetime(2022, 11, 3, 5, 51, 49, 915237, tzinfo=datetime.timezone.utc), '3iknzko8ph6tcoai3tzjg20jyv56dvpg'); alias=default
DEBUG 2022-11-03 11:21:49,929 utils 7617 139736358319872 (0.001) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 2 LIMIT 21; args=(2,); alias=default
DEBUG 2022-11-03 11:21:49,932 utils 7617 139736358319872 (0.001) SELECT COUNT(*) AS "__count" FROM "drf_api_logs" WHERE ("drf_api_logs"."added_on" >= '2022-11-01T00:00:00+05:30'::timestamptz AND "drf_api_logs"."added_on" < '2022-12-01T00:00:00+05:30'::timestamptz); args=(datetime.datetime(2022, 11, 1, 0, 0, tzinfo=backports.zoneinfo.ZoneInfo(key='Asia/Kolkata')), datetime.datetime(2022, 12, 1, 0, 0, tzinfo=backports.zoneinfo.ZoneInfo(key='Asia/Kolkata'))); alias=default
DEBUG 2022-11-03 11:21:49,933 utils 7617 139736358319872 (0.001) SELECT COUNT(*) AS "__count" FROM "drf_api_logs"; args=(); alias=default
DEBUG 2022-11-03 11:21:49,940 utils 7617 139736358319872 (0.001) SELECT "drf_api_logs"."id", "drf_api_logs"."added_on", "drf_api_logs"."api", "drf_api_logs"."headers", "drf_api_logs"."body", "drf_api_logs"."method", "drf_api_logs"."client_ip_address", "drf_api_logs"."response", "drf_api_logs"."status_code", "drf_api_logs"."execution_time" FROM "drf_api_logs" WHERE ("drf_api_logs"."added_on" >= '2022-11-01T00:00:00+05:30'::timestamptz AND "drf_api_logs"."added_on" < '2022-12-01T00:00:00+05:30'::timestamptz) ORDER BY "drf_api_logs"."id" DESC; args=(datetime.datetime(2022, 11, 1, 0, 0, tzinfo=backports.zoneinfo.ZoneInfo(key='Asia/Kolkata')), datetime.datetime(2022, 12, 1, 0, 0, tzinfo=backports.zoneinfo.ZoneInfo(key='Asia/Kolkata'))); alias=default
DEBUG 2022-11-03 11:21:49,942 utils 7617 139736358319872 (0.001) SELECT "drf_api_logs"."status_code", COUNT("drf_api_logs"."id") AS "total" FROM "drf_api_logs" WHERE ("drf_api_logs"."added_on" >= '2022-11-01T00:00:00+05:30'::timestamptz AND "drf_api_logs"."added_on" < '2022-12-01T00:00:00+05:30'::timestamptz) GROUP BY "drf_api_logs"."status_code" ORDER BY "drf_api_logs"."status_code" ASC; args=(datetime.datetime(2022, 11, 1, 0, 0, tzinfo=backports.zoneinfo.ZoneInfo(key='Asia/Kolkata')), datetime.datetime(2022, 12, 1, 0, 0, tzinfo=backports.zoneinfo.ZoneInfo(key='Asia/Kolkata'))); alias=default
DEBUG 2022-11-03 11:21:49,946 utils 7617 139736358319872 (0.001) SELECT ("drf_api_logs"."added_on" AT TIME ZONE 'Asia/Kolkata')::date, COUNT("drf_api_logs"."id") AS "total" FROM "drf_api_logs" WHERE ("drf_api_logs"."added_on" >= '2022-11-01T00:00:00+05:30'::timestamptz AND "drf_api_logs"."added_on" < '2022-12-01T00:00:00+05:30'::timestamptz) GROUP BY ("drf_api_logs"."added_on" AT TIME ZONE 'Asia/Kolkata')::date ORDER BY "total" ASC; args=('Asia/Kolkata', datetime.datetime(2022, 11, 1, 0, 0, tzinfo=backports.zoneinfo.ZoneInfo(key='Asia/Kolkata')), datetime.datetime(2022, 12, 1, 0, 0, tzinfo=backports.zoneinfo.ZoneInfo(key='Asia/Kolkata')), 'Asia/Kolkata'); alias=default
DEBUG 2022-11-03 11:21:49,955 utils 7617 139736358319872 (0.001) SELECT DISTINCT DATE_TRUNC('day', "drf_api_logs"."added_on" AT TIME ZONE 'Asia/Kolkata') AS "datetimefield" FROM "drf_api_logs" WHERE ("drf_api_logs"."added_on" >= '2022-11-01T00:00:00+05:30'::timestamptz AND "drf_api_logs"."added_on" < '2022-12-01T00:00:00+05:30'::timestamptz AND "drf_api_logs"."added_on" IS NOT NULL) ORDER BY "datetimefield" ASC; args=('day', 'Asia/Kolkata', datetime.datetime(2022, 11, 1, 0, 0, tzinfo=backports.zoneinfo.ZoneInfo(key='Asia/Kolkata')), datetime.datetime(2022, 12, 1, 0, 0, tzinfo=backports.zoneinfo.ZoneInfo(key='Asia/Kolkata'))); alias=default
DEBUG 2022-11-03 11:21:49,964 utils 7617 139736358319872 (0.001) SELECT DISTINCT "drf_api_logs"."status_code" FROM "drf_api_logs" ORDER BY "drf_api_logs"."status_code" ASC; args=(); alias=default
DEBUG 2022-11-03 11:21:49,966 utils 7617 139736358319872 (0.001) SELECT DISTINCT "drf_api_logs"."method" FROM "drf_api_logs" ORDER BY "drf_api_logs"."method" ASC; args=(); alias=default
INFO 2022-11-03 11:21:49,971 basehttp 7617 139736358319872 "GET /admin/drf_api_logger/apilogsmodel/?added_on__month=11&added_on__year=2022 HTTP/1.1" 200 21352
DEBUG 2022-11-03 11:21:58,688 utils 7617 139736358319872 (0.001) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2022-11-03T05:51:58.679462+00:00'::timestamptz AND "django_session"."session_key" = '3iknzko8ph6tcoai3tzjg20jyv56dvpg') LIMIT 21; args=(datetime.datetime(2022, 11, 3, 5, 51, 58, 679462, tzinfo=datetime.timezone.utc), '3iknzko8ph6tcoai3tzjg20jyv56dvpg'); alias=default
DEBUG 2022-11-03 11:21:58,690 utils 7617 139736358319872 (0.001) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 2 LIMIT 21; args=(2,); alias=default
DEBUG 2022-11-03 11:21:58,692 utils 7617 139736358319872 (0.001) SELECT COUNT(*) AS "__count" FROM "drf_api_logs" WHERE ("drf_api_logs"."added_on" >= '2022-11-01T00:00:00+05:30'::timestamptz AND "drf_api_logs"."added_on" < '2022-12-01T00:00:00+05:30'::timestamptz); args=(datetime.datetime(2022, 11, 1, 0, 0, tzinfo=backports.zoneinfo.ZoneInfo(key='Asia/Kolkata')), datetime.datetime(2022, 12, 1, 0, 0, tzinfo=backports.zoneinfo.ZoneInfo(key='Asia/Kolkata'))); alias=default
DEBUG 2022-11-03 11:21:58,693 utils 7617 139736358319872 (0.000) SELECT COUNT(*) AS "__count" FROM "drf_api_logs"; args=(); alias=default
INFO 2022-11-03 11:21:58,698 basehttp 7617 139736358319872 "POST /admin/drf_api_logger/apilogsmodel/?added_on__month=11&added_on__year=2022 HTTP/1.1" 302 0
DEBUG 2022-11-03 11:21:58,711 utils 7617 139736358319872 (0.002) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2022-11-03T05:51:58.703134+00:00'::timestamptz AND "django_session"."session_key" = '3iknzko8ph6tcoai3tzjg20jyv56dvpg') LIMIT 21; args=(datetime.datetime(2022, 11, 3, 5, 51, 58, 703134, tzinfo=datetime.timezone.utc), '3iknzko8ph6tcoai3tzjg20jyv56dvpg'); alias=default
DEBUG 2022-11-03 11:21:58,713 utils 7617 139736358319872 (0.001) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 2 LIMIT 21; args=(2,); alias=default
DEBUG 2022-11-03 11:21:58,716 utils 7617 139736358319872 (0.001) SELECT COUNT(*) AS "__count" FROM "drf_api_logs" WHERE ("drf_api_logs"."added_on" >= '2022-11-01T00:00:00+05:30'::timestamptz AND "drf_api_logs"."added_on" < '2022-12-01T00:00:00+05:30'::timestamptz); args=(datetime.datetime(2022, 11, 1, 0, 0, tzinfo=backports.zoneinfo.ZoneInfo(key='Asia/Kolkata')), datetime.datetime(2022, 12, 1, 0, 0, tzinfo=backports.zoneinfo.ZoneInfo(key='Asia/Kolkata'))); alias=default
DEBUG 2022-11-03 11:21:58,717 utils 7617 139736358319872 (0.000) SELECT COUNT(*) AS "__count" FROM "drf_api_logs"; args=(); alias=default
DEBUG 2022-11-03 11:21:58,722 utils 7617 139736358319872 (0.001) SELECT "drf_api_logs"."id", "drf_api_logs"."added_on", "drf_api_logs"."api", "drf_api_logs"."headers", "drf_api_logs"."body", "drf_api_logs"."method", "drf_api_logs"."client_ip_address", "drf_api_logs"."response", "drf_api_logs"."status_code", "drf_api_logs"."execution_time" FROM "drf_api_logs" WHERE ("drf_api_logs"."added_on" >= '2022-11-01T00:00:00+05:30'::timestamptz AND "drf_api_logs"."added_on" < '2022-12-01T00:00:00+05:30'::timestamptz) ORDER BY "drf_api_logs"."id" DESC; args=(datetime.datetime(2022, 11, 1, 0, 0, tzinfo=backports.zoneinfo.ZoneInfo(key='Asia/Kolkata')), datetime.datetime(2022, 12, 1, 0, 0, tzinfo=backports.zoneinfo.ZoneInfo(key='Asia/Kolkata'))); alias=default
DEBUG 2022-11-03 11:21:58,724 utils 7617 139736358319872 (0.001) SELECT "drf_api_logs"."status_code", COUNT("drf_api_logs"."id") AS "total" FROM "drf_api_logs" WHERE ("drf_api_logs"."added_on" >= '2022-11-01T00:00:00+05:30'::timestamptz AND "drf_api_logs"."added_on" < '2022-12-01T00:00:00+05:30'::timestamptz) GROUP BY "drf_api_logs"."status_code" ORDER BY "drf_api_logs"."status_code" ASC; args=(datetime.datetime(2022, 11, 1, 0, 0, tzinfo=backports.zoneinfo.ZoneInfo(key='Asia/Kolkata')), datetime.datetime(2022, 12, 1, 0, 0, tzinfo=backports.zoneinfo.ZoneInfo(key='Asia/Kolkata'))); alias=default
DEBUG 2022-11-03 11:21:58,728 utils 7617 139736358319872 (0.001) SELECT ("drf_api_logs"."added_on" AT TIME ZONE 'Asia/Kolkata')::date, COUNT("drf_api_logs"."id") AS "total" FROM "drf_api_logs" WHERE ("drf_api_logs"."added_on" >= '2022-11-01T00:00:00+05:30'::timestamptz AND "drf_api_logs"."added_on" < '2022-12-01T00:00:00+05:30'::timestamptz) GROUP BY ("drf_api_logs"."added_on" AT TIME ZONE 'Asia/Kolkata')::date ORDER BY "total" ASC; args=('Asia/Kolkata', datetime.datetime(2022, 11, 1, 0, 0, tzinfo=backports.zoneinfo.ZoneInfo(key='Asia/Kolkata')), datetime.datetime(2022, 12, 1, 0, 0, tzinfo=backports.zoneinfo.ZoneInfo(key='Asia/Kolkata')), 'Asia/Kolkata'); alias=default
DEBUG 2022-11-03 11:21:58,735 utils 7617 139736358319872 (0.001) SELECT DISTINCT DATE_TRUNC('day', "drf_api_logs"."added_on" AT TIME ZONE 'Asia/Kolkata') AS "datetimefield" FROM "drf_api_logs" WHERE ("drf_api_logs"."added_on" >= '2022-11-01T00:00:00+05:30'::timestamptz AND "drf_api_logs"."added_on" < '2022-12-01T00:00:00+05:30'::timestamptz AND "drf_api_logs"."added_on" IS NOT NULL) ORDER BY "datetimefield" ASC; args=('day', 'Asia/Kolkata', datetime.datetime(2022, 11, 1, 0, 0, tzinfo=backports.zoneinfo.ZoneInfo(key='Asia/Kolkata')), datetime.datetime(2022, 12, 1, 0, 0, tzinfo=backports.zoneinfo.ZoneInfo(key='Asia/Kolkata'))); alias=default
DEBUG 2022-11-03 11:21:58,743 utils 7617 139736358319872 (0.001) SELECT DISTINCT "drf_api_logs"."status_code" FROM "drf_api_logs" ORDER BY "drf_api_logs"."status_code" ASC; args=(); alias=default
DEBUG 2022-11-03 11:21:58,745 utils 7617 139736358319872 (0.001) SELECT DISTINCT "drf_api_logs"."method" FROM "drf_api_logs" ORDER BY "drf_api_logs"."method" ASC; args=(); alias=default
INFO 2022-11-03 11:21:58,751 basehttp 7617 139736358319872 "GET /admin/drf_api_logger/apilogsmodel/?added_on__month=11&added_on__year=2022 HTTP/1.1" 200 21545
DEBUG 2022-11-03 11:21:58,832 utils 7617 139736358319872 (0.003) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2022-11-03T05:51:58.816329+00:00'::timestamptz AND "django_session"."session_key" = '3iknzko8ph6tcoai3tzjg20jyv56dvpg') LIMIT 21; args=(datetime.datetime(2022, 11, 3, 5, 51, 58, 816329, tzinfo=datetime.timezone.utc), '3iknzko8ph6tcoai3tzjg20jyv56dvpg'); alias=default
DEBUG 2022-11-03 11:21:58,835 utils 7617 139736358319872 (0.001) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 2 LIMIT 21; args=(2,); alias=default
INFO 2022-11-03 11:21:58,841 basehttp 7617 139736358319872 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2022-11-03 11:21:58,930 basehttp 7617 139736358319872 "GET /static/admin/img/icon-alert.svg HTTP/1.1" 200 504
DEBUG 2022-11-03 11:22:02,181 utils 7617 139736358319872 (0.002) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2022-11-03T05:52:02.171126+00:00'::timestamptz AND "django_session"."session_key" = '3iknzko8ph6tcoai3tzjg20jyv56dvpg') LIMIT 21; args=(datetime.datetime(2022, 11, 3, 5, 52, 2, 171126, tzinfo=datetime.timezone.utc), '3iknzko8ph6tcoai3tzjg20jyv56dvpg'); alias=default
DEBUG 2022-11-03 11:22:02,183 utils 7617 139736358319872 (0.001) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 2 LIMIT 21; args=(2,); alias=default
DEBUG 2022-11-03 11:22:02,187 utils 7617 139736358319872 (0.001) SELECT COUNT(*) AS "__count" FROM "drf_api_logs" WHERE ("drf_api_logs"."added_on" >= '2022-11-01T00:00:00+05:30'::timestamptz AND "drf_api_logs"."added_on" < '2022-11-02T00:00:00+05:30'::timestamptz); args=(datetime.datetime(2022, 11, 1, 0, 0, tzinfo=backports.zoneinfo.ZoneInfo(key='Asia/Kolkata')), datetime.datetime(2022, 11, 2, 0, 0, tzinfo=backports.zoneinfo.ZoneInfo(key='Asia/Kolkata'))); alias=default
DEBUG 2022-11-03 11:22:02,188 utils 7617 139736358319872 (0.001) SELECT COUNT(*) AS "__count" FROM "drf_api_logs"; args=(); alias=default
